iter	MultiClass
200	0.008152315764
201	0.008139560599
202	0.008113171051
203	0.008089823411
204	0.008085968184
205	0.008068923406
206	0.008053362128
207	0.008034748672
208	0.008024815144
209	0.008009698523
210	0.007999096356
211	0.007996388261
212	0.007984327654
213	0.007952802763
214	0.00793974057
215	0.007929966506
216	0.007920291631
217	0.007901590774
218	0.007887380948
219	0.007858297554
220	0.007852933554
221	0.007841882047
222	0.007835814666
223	0.007829591967
224	0.007821261014
225	0.007801794505
226	0.007758338506
227	0.007749905548
228	0.007743876046
229	0.007733176174
230	0.007725424037
231	0.007713774734
232	0.007708247984
233	0.007696060608
234	0.007683348473
235	0.007667521087
236	0.007655765478
237	0.007634799369
238	0.007616841679
239	0.007575799549
240	0.007566271797
241	0.007558789489
242	0.007553145849
243	0.007540161264
244	0.007527399225
245	0.007514022288
246	0.007505400673
247	0.007492243594
248	0.007483970824
249	0.007464784531
250	0.007459791252
251	0.007449352433
252	0.00743865997
253	0.007430742057
254	0.00742127341
255	0.0074161263
256	0.007404815011
257	0.007394615917
258	0.007375916118
259	0.007368270039
260	0.007361991838
261	0.007353655691
262	0.007341086124
263	0.007332288256
264	0.007319703998
265	0.007307772285
266	0.007298815818
267	0.007289668725
268	0.007277482183
269	0.007273032333
270	0.007241161918
271	0.007232260433
272	0.007223439308
273	0.007214910564
274	0.007200895607
275	0.007194508952
276	0.007178748022
277	0.007165628006
278	0.007159497297
279	0.007152511943
280	0.0071492366
281	0.007143220191
282	0.00713531037
283	0.007130180199
284	0.00712077301
285	0.007109912131
286	0.007097808403
287	0.007087532293
288	0.007083811581
289	0.007075624232
290	0.007067572776
291	0.007063490288
292	0.007054600324
293	0.007045039147
294	0.007034082798
295	0.007023237229
296	0.0070115236
297	0.007002998654
298	0.006998288599
299	0.006989556694
300	0.006981865587
301	0.006968184066
302	0.006955296149
303	0.006944916735
304	0.006937126215
305	0.006931343409
306	0.006924802558
307	0.006917650055
308	0.006908477481
309	0.006903042212
310	0.006894521127
311	0.006882060059
312	0.006875020993
313	0.006865316538
314	0.006854212898
315	0.00684335309
316	0.006835303035
317	0.006818609341
318	0.006807997596
319	0.006803017285
320	0.006792147587
321	0.006778697478
322	0.006767956038
323	0.006758673548
324	0.006751320439
325	0.006742222132
326	0.006736020152
327	0.00672374466
328	0.00671860682
329	0.006712041952
330	0.006709376521
331	0.006703046602
332	0.006698080892
333	0.006675779484
334	0.006667146959
335	0.006655397636
336	0.006649691621
337	0.006643614743
338	0.006640954299
339	0.006636326007
340	0.006631941078
341	0.006622430542
342	0.006618199686
343	0.006601257919
344	0.00659372937
345	0.006586181925
346	0.006570976678
347	0.00655450302
348	0.006545325097
349	0.006536350997
350	0.006528625941
351	0.006520209914
352	0.006509662336
353	0.006486564882
354	0.00646738907
355	0.006463824327
356	0.006455944791
357	0.006444718149
358	0.006433663131
359	0.006425545259
360	0.0064214375
361	0.006414390821
362	0.006409245701
363	0.006403415542
364	0.006395282325
365	0.0063919559
366	0.006377927394
367	0.006370988261
368	0.006365499194
369	0.006355010358
370	0.006345397489
371	0.006338298803
372	0.006332981473
373	0.006328409779
374	0.006318281964
375	0.006306890452
376	0.006302291845
377	0.006297365072
378	0.006284276436
379	0.006279048029
380	0.006276548746
381	0.006272285055
382	0.006265034212
383	0.006261429032
384	0.006244559864
385	0.006239222988
386	0.006234713654
387	0.006226642753
388	0.00622452211
389	0.006219775459
390	0.006210178933
391	0.006206057641
392	0.006198621179
393	0.006193967732
394	0.006189641347
395	0.006185506759
396	0.006179274241
397	0.006171027274
398	0.006164483014
399	0.006160126515
400	0.006152292023
401	0.006146765665
402	0.006141152733
403	0.006131770741
404	0.006126292135
405	0.006113787534
406	0.006097779139
407	0.006094151442
408	0.006089514354
409	0.006080285628
410	0.006073520307
411	0.006067723495
412	0.006060746203
413	0.006055513853
414	0.006044749504
415	0.006038766668
416	0.006030190549
417	0.006024367803
418	0.006019611764
419	0.006013930678
420	0.00600955696
421	0.006002016112
422	0.005996406365
423	0.005992485457
424	0.005987183453
425	0.005979386984
426	0.00597669583
427	0.005971882213
428	0.005947566136
429	0.005937041789
430	0.005931211913
431	0.005926421356
432	0.005917466944
433	0.005910931962
434	0.005905594121
435	0.005898271721
436	0.005895061036
437	0.005886535568
438	0.005881851097
439	0.005872092808
440	0.005866958063
441	0.005863512349
442	0.005856778957
443	0.005850501873
444	0.005845618551
445	0.005838329359
446	0.005834692053
447	0.005829700021
448	0.005822645277
449	0.005815295961
450	0.005803890533
451	0.005797355421
452	0.005784054805
453	0.005778812877
454	0.005771477514
455	0.005766375137
456	0.005756511636
457	0.00575135381
458	0.005743109053
459	0.005737564657
460	0.005732624668
461	0.005724116697
462	0.005715056587
463	0.005708912695
464	0.005702972272
465	0.005699048318
466	0.005684954021
467	0.005677330901
468	0.005672077271
469	0.005666083945
470	0.005661090371
471	0.005658930267
472	0.005654934011
473	0.005646627671
474	0.005637547908
475	0.005634367588
476	0.005628028715
477	0.005621294502
478	0.005613315703
479	0.005604484943
480	0.005602463184
481	0.005596876389
482	0.005593075246
483	0.005589037034
484	0.005586988651
485	0.005579768522
486	0.005575577666
487	0.005563851633
488	0.005555980814
489	0.005548452995
490	0.005537467696
491	0.005533725638
492	0.005529652849
493	0.005525490534
494	0.005521921055
495	0.005516407115
496	0.005505325788
497	0.005495470337
498	0.00548988729
499	0.005486625539
500	0.005480915449
501	0.005477294523
502	0.005471854704
503	0.005464396183
504	0.005461656626
505	0.005456600234
506	0.005450243607
507	0.005445548541
508	0.005440795182
509	0.005435807367
510	0.005432094036
511	0.005427708744
512	0.005425118188
513	0.005420167444
514	0.005412959408
515	0.005408236229
516	0.005403933463
517	0.005399065619
518	0.005394620025
519	0.005391424835
520	0.005384102029
521	0.005375114306
522	0.005365227275
523	0.00535863355
524	0.005353424916
525	0.005347685773
526	0.005335567311
527	0.005329137631
528	0.005321362494
529	0.005317936424
530	0.005310564204
531	0.005307889395
532	0.005300161656
533	0.005294836313
534	0.005292588094
535	0.005289969782
536	0.005282568577
537	0.005274850528
538	0.005272072266
539	0.005268298314
540	0.005263780407
541	0.005258030344
542	0.005247465334
543	0.005242333309
544	0.005234065532
545	0.005231147854
546	0.005224549848
547	0.005221900821
548	0.005218895223
549	0.005213394866
550	0.005200082168
551	0.005194978373
552	0.00519232612
553	0.005185725425
554	0.005180510275
555	0.005175159558
556	0.005168512103
557	0.005164813888
558	0.00516062344
559	0.005156102512
560	0.005149076782
561	0.005145037684
562	0.005139771351
563	0.005132625411
564	0.005130424291
565	0.005126844747
566	0.005122442222
567	0.005117725471
568	0.00511107081
569	0.005108986446
570	0.005103905037
571	0.005100186859
572	0.005094564256
573	0.005092207383
574	0.005086890255
575	0.005082468374
576	0.005078866248
577	0.00507398767
578	0.005068357203
579	0.005058221445
580	0.005054205898
581	0.005050835117
582	0.005046386156
583	0.005041275656
584	0.00503648945
585	0.005033756501
586	0.0050068086
587	0.005003836192
588	0.005000414915
589	0.004990825767
590	0.004984026011
591	0.004981243435
592	0.00496965986
593	0.00496177878
594	0.004957659607
595	0.004954989156
596	0.004952208334
597	0.004948716365
598	0.0049422139
599	0.004938073928
600	0.004933301651
601	0.004930602109
602	0.00492598027
603	0.00492036586
604	0.004918272801
605	0.004913266883
606	0.00490649467
607	0.004900994927
608	0.004897329564
609	0.004888315814
610	0.004880470225
611	0.004875648722
612	0.004871728662
613	0.00486539178
614	0.004862436758
615	0.004860837739
616	0.004849918505
617	0.004844417684
618	0.004840086434
619	0.004837205318
620	0.004835021027
621	0.004833434908
622	0.004831332351
623	0.004825998743
624	0.004823876567
625	0.004820885914
626	0.004816638334
627	0.00481171837
628	0.004806218739
629	0.004801965571
630	0.004799760173
631	0.004793304253
632	0.004788215881
633	0.004782461355
634	0.004778837041
635	0.004774165133
636	0.004770289051
637	0.00476614613
638	0.004762499582
639	0.0047610431
640	0.004754408419
641	0.004747016473
642	0.004743872542
643	0.004742110696
644	0.004738729432
645	0.004734692414
646	0.004731293049
647	0.004726554245
648	0.004724435739
649	0.004721328969
650	0.004719339588
651	0.004713710348
652	0.004706050275
653	0.004702626547
654	0.004700183494
655	0.004692412956
656	0.004687659183
657	0.004683100988
658	0.004680888332
659	0.004678640619
660	0.004677419771
661	0.00466947594
662	0.004664848256
663	0.004660454643
664	0.004657401924
665	0.004654568786
666	0.004650052136
667	0.004646114683
668	0.004638701065
669	0.004636574027
670	0.004633153777
671	0.004629234338
672	0.004625147889
673	0.004620667983
674	0.004613446418
675	0.004604779233
676	0.004603106726
677	0.004601045221
678	0.004596584775
679	0.004593845954
680	0.004590347886
681	0.004586984287
682	0.00458500213
683	0.004574141007
684	0.00456909202
685	0.004567307145
686	0.004565086759
687	0.00456303304
688	0.004558950211
689	0.004553392146
690	0.004550006459
691	0.004547744375
692	0.004545967352
693	0.004542890036
694	0.004538547659
695	0.004536281887
696	0.004529751293
697	0.004524911196
698	0.004518665261
699	0.004515085299
700	0.004512513482
701	0.004507943655
702	0.004501572921
703	0.004498280166
704	0.004494189191
705	0.004491742502
706	0.004488064853
707	0.004485910806
708	0.004481778598
709	0.004478350926
710	0.004474140095
711	0.004470591013
712	0.00446632445
713	0.00446324242
714	0.00445958019
715	0.004451624993
716	0.004447835732
717	0.004445364802
718	0.004442013
719	0.004439578175
720	0.004434732986
721	0.004430949641
722	0.004426684326
723	0.004422434265
724	0.004419291202
725	0.004415377515
726	0.004411802213
727	0.004409399782
728	0.004404662343
729	0.004401226498
730	0.004394548036
731	0.004391401139
732	0.004387691962
733	0.004383037129
734	0.004381599717
735	0.004377977856
736	0.004373541059
737	0.004369769326
738	0.004363757686
739	0.004345947967
740	0.004342879078
741	0.004339603618
742	0.004337401058
743	0.004333866771
744	0.004331234877
745	0.00432726426
746	0.00432264805
747	0.004318815073
748	0.004311859074
749	0.004304084398
750	0.0043012179
751	0.004296400341
752	0.004293520157
753	0.004288913181
754	0.004285258127
755	0.004280510487
756	0.004272736011
757	0.004269190169
758	0.00426416069
759	0.00426122183
760	0.004259970218
761	0.004257563361
762	0.004255300434
763	0.004253200415
764	0.004248951481
765	0.004245302927
766	0.004240508045
767	0.004237872971
768	0.00423477396
769	0.004231875904
770	0.004230085412
771	0.00422608523
772	0.004221515894
773	0.00421916565
774	0.004217106509
775	0.004216144246
776	0.00421131291
777	0.004209071637
778	0.004206444767
779	0.00420495952
780	0.004203376488
781	0.004201602347
782	0.004198002304
783	0.004196403905
784	0.004193767382
785	0.004189732994
786	0.004186405609
787	0.004183762742
788	0.004182100515
789	0.004177835026
790	0.004173095979
791	0.004167661255
792	0.004165427888
793	0.004163000924
794	0.004161428889
795	0.004159368726
796	0.004156395629
797	0.004150898233
798	0.004146232595
799	0.004144160234
800	0.004141628258
801	0.004138291933
802	0.004136304668
803	0.00413373255
804	0.004129364932
805	0.00412839851
806	0.004126170404
807	0.004121972425
808	0.004119239952
809	0.004115946763
810	0.004111556136
811	0.004108229751
812	0.004106045657
813	0.004103797221
814	0.004101146249
815	0.004099797743
816	0.004096558435
817	0.004089172264
818	0.004082191001
819	0.004078306332
820	0.004074593349
821	0.004070029967
822	0.004069231868
823	0.004067569265
824	0.004063597865
825	0.004057148602
826	0.0040545528
827	0.004050703391
828	0.004047162915
829	0.00404415134
830	0.004042021634
831	0.004038467209
832	0.004036284329
833	0.004031445469
834	0.0040193019
835	0.004016780917
836	0.004014447316
837	0.004009836846
838	0.004008201954
839	0.004006574013
840	0.004005217723
841	0.004003099497
842	0.004001472418
843	0.003996060394
844	0.003995394825
845	0.003989253255
846	0.003987755705
847	0.00398379047
848	0.003980958256
849	0.003978485852
850	0.003973058148
851	0.003971030178
852	0.003968347773
853	0.003965568781
854	0.003962364796
855	0.003957832677
856	0.003956126133
857	0.003951867371
858	0.003949090605
859	0.003943379683
860	0.003940189288
861	0.003938424023
862	0.003936728728
863	0.003934475236
864	0.003930655243
865	0.003928846391
866	0.003927030519
867	0.003924262177
868	0.0039182306
869	0.003916150799
870	0.003910666157
871	0.003907600132
872	0.003905134061
873	0.003901968241
874	0.00390017725
875	0.003898075961
876	0.00389567036
877	0.003893594537
878	0.003884422574
879	0.003878946957
880	0.003877148923
881	0.00387525908
882	0.00387288306
883	0.003871327179
884	0.003868978668
885	0.003865569471
886	0.003861033318
887	0.003857295842
888	0.003855523907
889	0.003851939746
890	0.003848388466
891	0.003843924615
892	0.003834680756
893	0.003832865449
894	0.003829592549
895	0.00382542928
896	0.003822242671
897	0.003820741237
898	0.003814581346
899	0.003812762991
900	0.003810742414
901	0.003808764006
902	0.003805852925
903	0.003803589305
904	0.003801208705
905	0.00379756763
906	0.003794026426
907	0.003791517826
908	0.003788138567
909	0.003783333577
910	0.003780185819
911	0.00377740985
912	0.003776621006
913	0.003773981797
914	0.003772652197
915	0.003771616201
916	0.003768860956
917	0.003766924786
918	0.003764323884
919	0.003762587711
920	0.003760814019
921	0.003756521802
922	0.003753481273
923	0.003748253623
924	0.003746612602
925	0.003743271492
926	0.003739989789
927	0.003737656377
928	0.003734651251
929	0.003733471407
930	0.003729450036
931	0.003725492777
932	0.003723122506
933	0.003719861559
934	0.003718824346
935	0.003715394682
936	0.003711675813
937	0.003708118781
938	0.003706172505
939	0.003703522273
940	0.003701339079
941	0.003699317688
942	0.003696565287
943	0.003695631716
944	0.003694147815
945	0.003692255862
946	0.003689989971
947	0.00368453357
948	0.003682076162
949	0.003680847176
950	0.003675614033
951	0.00367373492
952	0.003670253833
953	0.00366853934
954	0.003665923309
955	0.003663493672
956	0.00365793661
957	0.003654652156
958	0.003652543116
959	0.0036508967
960	0.003647312457
961	0.003645071595
962	0.003642994008
963	0.00363958686
964	0.003638361791
965	0.003635954401
966	0.003633130606
967	0.003630690264
968	0.003627280086
969	0.003623447657
970	0.003621449958
971	0.00361902095
972	0.003613243952
973	0.003611654466
974	0.003607976311
975	0.003605564315
976	0.003603375205
977	0.003600671758
978	0.003598759682
979	0.003595652093
980	0.00359386405
981	0.003590666923
982	0.003587395972
983	0.00358581144
984	0.003583822967
985	0.003580553743
986	0.003576963672
987	0.003575928011
988	0.003573082984
989	0.00357059745
990	0.003568399527
991	0.003566755632
992	0.003564184723
993	0.003558028733
994	0.00355606952
995	0.003553841749
996	0.003549776339
997	0.003547319848
998	0.003546256104
999	0.003542599163
